team,season,salary,salary,salary,salary,salary
,,sum,count,mean,min,max
New Orleans Pelicans,2018,106945231,20,5347261.55,58190,25686667
New Orleans Pelicans,2019,93354172,13,7181090.153846154,194220,25976111
New Orleans Pelicans,2020,123963898,17,7291994.0,1416852,26231111
New York Knicks,2000,34960000,6,5826666.666666667,2000000,11910000
New York Knicks,2001,63623000,11,5783909.090909091,507000,12485000
New York Knicks,2002,63425000,14,4530357.142857143,466000,11250000
New York Knicks,2003,59885000,10,5988500.0,2700000,12375000
New York Knicks,2004,107898000,13,8299846.153846154,2610000,17895000
New York Knicks,2005,108616000,11,9874181.818181818,3475000,17531000
New York Knicks,2006,63866351,12,5322195.916666667,641748,16453125
New York Knicks,2007,81313566,15,5420904.4,744551,17184375
New York Knicks,2008,86248142,16,5390508.875,687456,19012500
New York Knicks,2009,99206577,19,5221398.7894736845,442114,14666667
New York Knicks,2010,92220711,22,4191850.5,63127,22843124
New York Knicks,2011,86351434,23,3754410.1739130435,221136,17149243
New York Knicks,2012,78479180,23,3412138.2608695654,69393,18518574
New York Knicks,2013,93150934,28,3326819.0714285714,170878,19948799
New York Knicks,2014,85549409,14,6110672.071428572,8232,21679893
New York Knicks,2015,69286926,21,3299377.4285714286,48028,22458401
New York Knicks,2016,75483698,18,4193538.777777778,30888,22875000
New York Knicks,2017,99300544,17,5841208.470588235,543471,24559380
New York Knicks,2018,107798705,19,5673616.052631579,543471,18622514
New York Knicks,2019,96050606,18,5336144.777777778,42634,22897200
New York Knicks,2020,117218296,16,7326143.5,898310,18000000
Oklahoma City Thunder,2007,664209,1,664209.0,664209,664209
Oklahoma City Thunder,2009,69399176,21,3304722.6666666665,442114,7647500
Oklahoma City Thunder,2010,44669186,16,2791824.125,40375,7906088
Oklahoma City Thunder,2011,70110119,19,3690006.263157895,679821,13270000
Oklahoma City Thunder,2012,66553231,21,3169201.476190476,226162,15506632
Oklahoma City Thunder,2013,94521197,25,3780847.88,226162,17832626
Oklahoma City Thunder,2014,82138852,15,5475923.466666667,244489,17832627
Oklahoma City Thunder,2015,75761264,20,3788063.2,274573,18995624
Oklahoma City Thunder,2016,97060625,17,5709448.529411765,222888,20158622
Oklahoma City Thunder,2017,108245839,25,4329833.56,247991,26540100
Oklahoma City Thunder,2018,145725064,23,6335872.347826087,543471,28530608
Oklahoma City Thunder,2019,151109192,17,8888776.0,151587,35654150
Oklahoma City Thunder,2020,143747867,18,7985992.611111111,155647,38506482
Orlando Magic,2000,10658000,5,2131600.0,952000,4125000
Orlando Magic,2001,34940000,12,2911666.6666666665,523000,9658000
Orlando Magic,2002,44501000,14,3178642.8571428573,591000,10865000
Orlando Magic,2003,63531000,11,5775545.454545454,587000,21500000
Orlando Magic,2004,16904000,2,8452000.0,3625000,13279000
Orlando Magic,2005,32444000,5,6488800.0,2362000,14487000
Orlando Magic,2006,91980866,19,4841098.2105263155,398762,15750000
Orlando Magic,2007,61038280,16,3814892.5,412718,16901500
Orlando Magic,2008,63219813,17,3718812.529411765,427163,14884951
Orlando Magic,2009,76357277,16,4772329.8125,591148,16447871
Orlando Magic,2010,82060953,13,6312381.0,825497,18010791
Orlando Magic,2011,45788409,9,5087601.0,854389,16647180
Orlando Magic,2012,73194712,19,3852353.263157895,473604,18091770
Orlando Magic,2013,75300708,24,3137529.5,473604,12000000
Orlando Magic,2014,20568125,8,2571015.625,788872,7500000
Orlando Magic,2015,43142870,18,2396826.111111111,507336,8579088
Orlando Magic,2016,84941368,18,4718964.888888889,61776,16000000
Orlando Magic,2017,96406104,19,5074005.47368421,31969,17000000
Orlando Magic,2018,98826765,20,4941338.25,4608,17000000
Orlando Magic,2019,104835333,15,6989022.2,59820,21590909
Orlando Magic,2020,142569592,17,8386446.588235294,555409,28000000
Philadelphia 76ers,2000,36748000,8,4593500.0,684000,9000000
Philadelphia 76ers,2001,65550000,17,3855882.3529411764,24000,14422000
Philadelphia 76ers,2002,64620000,17,3801176.470588235,332000,14315000
Philadelphia 76ers,2003,60698000,11,5518000.0,1100000,12375000
Philadelphia 76ers,2004,40742000,7,5820285.714285715,887000,13500000
Philadelphia 76ers,2005,37582000,6,6263666.666666667,1600000,14625000
Philadelphia 76ers,2006,71237452,15,4749163.466666667,398762,19125000
Philadelphia 76ers,2007,61998938,15,4133262.533333333,407313,17184375
Philadelphia 76ers,2008,42242998,14,3017357.0,427163,10251435
Philadelphia 76ers,2009,65916162,13,5070474.0,797581,13757844
Philadelphia 76ers,2010,72299460,16,4518716.25,650000,14858472
Philadelphia 76ers,2011,69068140,15,4604542.666666667,650686,15959099
Philadelphia 76ers,2012,96578947,21,4598997.476190476,11458,18160355
Philadelphia 76ers,2013,79058511,29,2726155.5517241377,47360,16889000
Philadelphia 76ers,2014,47997371,15,3199824.7333333334,171696,14487500
Philadelphia 76ers,2015,58336373,25,2333454.92,468540,11250000
Philadelphia 76ers,2016,44886505,19,2362447.6315789474,167406,10105855
Philadelphia 76ers,2017,79724465,26,3066325.576923077,35166,9424084
Philadelphia 76ers,2018,95117178,21,4529389.428571428,57672,25250000
Philadelphia 76ers,2019,153357133,22,6970778.7727272725,1512601,25467250
Philadelphia 76ers,2020,134311678,19,7069035.684210527,350189,32742000
Phoenix Suns,2000,39262000,7,5608857.142857143,1546000,9000000
Phoenix Suns,2001,52051000,15,3470066.6666666665,316000,10130000
Phoenix Suns,2002,59362000,17,3491882.3529411764,332000,11250000
Phoenix Suns,2003,50865000,10,5086500.0,512000,12375000
Phoenix Suns,2004,52893000,7,7556142.857142857,1631000,13500000
Phoenix Suns,2005,16025000,4,4006250.0,2358000,5750000
Phoenix Suns,2006,62769562,15,4184637.466666667,398762,13975000
Phoenix Suns,2007,65164166,14,4654583.285714285,744551,15070000
Phoenix Suns,2008,91843875,14,6560276.785714285,427163,21000000
Phoenix Suns,2009,63230970,12,5269247.5,201741,21000000
Phoenix Suns,2010,64340650,15,4289376.666666667,48559,16378325
Phoenix Suns,2011,97261315,22,4420968.863636363,186656,17522375
Phoenix Suns,2012,64624040,20,3231202.0,762195,11689062
Phoenix Suns,2013,59312997,23,2578825.9565217393,473604,7727280
Phoenix Suns,2014,32827183,14,2344798.785714286,306037,7500000
Phoenix Suns,2015,76895748,22,3495261.272727273,48028,13000000
Phoenix Suns,2016,69463799,24,2894324.9583333335,49709,13500000
Phoenix Suns,2017,74717099,19,3932478.8947368423,23069,14000000
Phoenix Suns,2018,87864720,21,4184034.285714286,175000,15000000
Phoenix Suns,2019,96526795,18,5362599.722222222,184746,20421546
Phoenix Suns,2020,109466105,19,5761373.947368421,183115,27285000
Portland Trail Blazers,2000,49423000,6,8237166.666666667,1428000,14795000
Portland Trail Blazers,2001,84918000,14,6065571.428571428,548000,13151000
Portland Trail Blazers,2002,83995000,15,5599666.666666667,333000,18083000
Portland Trail Blazers,2003,77424000,10,7742400.0,612000,19727000
Portland Trail Blazers,2004,74824000,8,9353000.0,1172000,18000000
Portland Trail Blazers,2005,77915000,9,8657222.222222222,1805000,15750000
Portland Trail Blazers,2006,53376814,15,3558454.2666666666,641748,11666666
Portland Trail Blazers,2007,62316095,14,4451149.642857143,664209,12000000
Portland Trail Blazers,2008,58598498,16,3662406.125,427163,12440787
Portland Trail Blazers,2009,53532314,15,3568820.933333333,797581,12722500
Portland Trail Blazers,2010,57110033,20,2855501.65,5383,9150000
Portland Trail Blazers,2011,57856058,16,3616003.625,11679,13603750
Portland Trail Blazers,2012,74547114,20,3727355.7,104494,14000000
Portland Trail Blazers,2013,57890891,21,2756709.095238095,208802,13500000
Portland Trail Blazers,2014,65716292,17,3865664.2352941176,788872,14878000
Portland Trail Blazers,2015,79294478,20,3964723.9,59686,16006000
Portland Trail Blazers,2016,57761713,17,3397747.8235294116,525093,10522500
Portland Trail Blazers,2017,114615831,18,6367546.166666667,543471,24328425
Portland Trail Blazers,2018,134129378,22,6096789.909090909,229892,26153057
Portland Trail Blazers,2019,130774013,18,7265222.944444444,487109,27977689
Portland Trail Blazers,2020,121737527,14,8695537.642857144,1364204,29802321
Sacramento Kings,2000,13116000,3,4372000.0,1879000,8837000
Sacramento Kings,2001,41497000,11,3772454.5454545454,673000,12000000
Sacramento Kings,2002,54398000,13,4184461.5384615385,304000,12750000
Sacramento Kings,2003,59297000,12,4941416.666666667,714000,14343000
Sacramento Kings,2004,47777000,7,6825285.714285715,764000,15937000
Sacramento Kings,2005,47619000,7,6802714.285714285,1985000,17351000
Sacramento Kings,2006,72379249,15,4825283.266666667,398762,11500000
Sacramento Kings,2007,64543813,16,4033988.3125,197087,12500000
Sacramento Kings,2008,76123429,21,3624925.1904761903,199452,14983603
Sacramento Kings,2009,86422776,20,4321138.8,442114,11375000
Sacramento Kings,2010,58978718,19,3104143.052631579,47651,9680170
Sacramento Kings,2011,48725207,20,2436260.35,473604,13428129
Sacramento Kings,2012,56954893,22,2588858.772727273,254938,8083000
Sacramento Kings,2013,75595785,28,2699849.464285714,473604,8083000
Sacramento Kings,2014,44002255,13,3384788.846153846,46404,8050000
Sacramento Kings,2015,69144839,16,4321552.4375,29483,19317326
Sacramento Kings,2016,72528725,16,4533045.3125,525093,15851950
Sacramento Kings,2017,108146859,21,5149850.428571428,138414,16957900
Sacramento Kings,2018,88231506,18,4901750.333333333,185397,19000000
Sacramento Kings,2019,102369495,19,5387868.157894737,42634,24107258
Sacramento Kings,2020,143263849,19,7540202.578947368,898310,24147727
San Antonio Spurs,2000,6253000,3,2084333.3333333333,1968000,2285000
San Antonio Spurs,2001,49969000,11,4542636.363636363,548000,13196000
San Antonio Spurs,2002,43236000,15,2882400.0,465000,10865000
San Antonio Spurs,2003,40489000,10,4048900.0,587000,12072000
San Antonio Spurs,2004,38692000,7,5527428.571428572,856000,13279000
San Antonio Spurs,2005,19815000,3,6605000.0,1545000,12000000
San Antonio Spurs,2006,62304030,13,4792617.692307692,719373,15845157
San Antonio Spurs,2007,62023833,14,4430273.785714285,405435,17429673
San Antonio Spurs,2008,61375970,16,3835998.125,27198,19014188
San Antonio Spurs,2009,71626200,19,3769800.0,299077,20598704
San Antonio Spurs,2010,83275132,16,5204695.75,88826,22183220
San Antonio Spurs,2011,76186019,20,3809300.95,13930,18835381
San Antonio Spurs,2012,88059733,23,3828684.0434782607,213517,21164619
San Antonio Spurs,2013,83391901,23,3625734.8260869565,239588,14107492
San Antonio Spurs,2014,62512385,16,3907024.0625,52017,12500000
San Antonio Spurs,2015,68582168,16,4286385.5,53838,12500000
San Antonio Spurs,2016,89617091,18,4978727.277777778,200600,19689000
San Antonio Spurs,2017,119115848,23,5178949.9130434785,346034,20575005
San Antonio Spurs,2018,122781273,20,6139063.65,543471,21461010
San Antonio Spurs,2019,106999851,19,5631571.105263158,59820,27739975
San Antonio Spurs,2020,117647725,19,6191985.52631579,245686,27739975
Seattle SuperSonics,2000,24837000,4,6209250.0,857000,11020000
Seattle SuperSonics,2001,48970000,12,4080833.3333333335,316000,14000000
Seattle SuperSonics,2002,44966000,14,3211857.1428571427,333000,12926000
Seattle SuperSonics,2003,67119000,12,5593250.0,526000,13080000
Seattle SuperSonics,2004,31731000,5,6346200.0,1670000,13500000
Seattle SuperSonics,2005,32008000,5,6401600.0,2301000,14625000
Seattle SuperSonics,2006,59110055,19,3111055.5263157897,719373,13223140
Seattle SuperSonics,2007,57386639,15,3825775.933333333,406340,14611570
Seattle SuperSonics,2008,74560468,20,3728023.4,63462,12275000
Toronto Raptors,2000,8892000,4,2223000.0,1325000,3200000
Toronto Raptors,2001,43052000,16,2690750.0,498000,5500000
Toronto Raptors,2002,52232000,16,3264500.0,333000,11000000
Toronto Raptors,2003,39830000,9,4425555.555555556,512000,12000000
Toronto Raptors,2004,62870000,11,5715454.545454546,1292000,13279000
Toronto Raptors,2005,41218000,6,6869666.666666667,2371000,14487000
Toronto Raptors,2006,67305147,16,4206571.6875,641748,15694250
Toronto Raptors,2007,44999212,17,2647012.470588235,109493,7280000
Toronto Raptors,2008,62430150,17,3672361.7647058824,4533,13041250
Toronto Raptors,2009,93079062,18,5171059.0,442114,21372000
Toronto Raptors,2010,68019258,15,4534617.2,736420,15779912
Toronto Raptors,2011,69219621,22,3146346.409090909,8967,9000000
Toronto Raptors,2012,63601799,20,3180089.95,190548,10561982
Toronto Raptors,2013,67399499,20,3369974.95,68902,11046591
Toronto Raptors,2014,86173164,20,4308658.2,650215,17888932
Toronto Raptors,2015,76305291,17,4488546.529411765,373041,12000000
Toronto Raptors,2016,75339980,18,4185554.4444444445,245177,13600000
Toronto Raptors,2017,127261050,22,5784593.181818182,543471,26540100
Toronto Raptors,2018,135453584,20,6772679.2,55296,31200000
Toronto Raptors,2019,114861234,16,7178827.125,17092,31200000
Toronto Raptors,2020,127087525,17,7475736.764705882,898310,34996296
Utah Jazz,2000,24809000,5,4961800.0,679000,14000000
Utah Jazz,2001,53206000,14,3800428.5714285714,548000,15750000
Utah Jazz,2002,53640000,13,4126153.846153846,333000,17500000
Utah Jazz,2003,51624000,11,4693090.909090909,893000,19250000
Utah Jazz,2004,22914000,4,5728500.0,956000,11668000
Utah Jazz,2005,8047000,2,4023500.0,1672000,6375000
Utah Jazz,2006,56007008,15,3733800.533333333,398761,11260483
Utah Jazz,2007,60910107,16,3806881.6875,70075,12364000
Utah Jazz,2008,59892974,15,3992864.933333333,199452,13735000
Utah Jazz,2009,73349844,17,4314696.705882353,711517,15106000
Utah Jazz,2010,73356503,15,4890433.533333333,10767,16452000
Utah Jazz,2011,93083446,20,4654172.3,25000,17823000
Utah Jazz,2012,64191304,19,3378489.6842105263,117134,15000000
Utah Jazz,2013,69702782,21,3319180.095238095,44835,13500000
Utah Jazz,2014,47403155,14,3385939.6428571427,490180,11046000
Utah Jazz,2015,58883097,21,2803957.0,59686,14746000
Utah Jazz,2016,60751941,17,3573643.588235294,99418,15409570
Utah Jazz,2017,83270997,19,4382684.052631579,543471,16073140
Utah Jazz,2018,115166750,21,5484130.952380952,44495,21924719
Utah Jazz,2019,124680531,16,7792533.1875,1378242,23241573
Utah Jazz,2020,129433768,19,6812303.578947368,439475,32511624
Vancouver Grizzlies,2000,28951000,7,4135857.1428571427,1224000,9000000
Vancouver Grizzlies,2001,44017000,13,3385923.076923077,548000,10125000
Washington Wizards,2000,24375000,4,6093750.0,1836000,15000000
Washington Wizards,2001,50961000,17,2997705.882352941,80000,16875000
Washington Wizards,2002,31008000,14,2214857.1428571427,332000,4421000
Washington Wizards,2003,27529000,8,3441125.0,1030000,6000000
Washington Wizards,2004,32204000,7,4600571.428571428,2211000,6500000
Washington Wizards,2005,8404000,2,4202000.0,3043000,5361000
Washington Wizards,2006,50055857,14,3575418.3571428573,398672,13843156
Washington Wizards,2007,63052194,17,3708952.588235294,121388,15101626
Washington Wizards,2008,70336427,16,4396026.6875,427163,16360094
Washington Wizards,2009,76729300,17,4513488.235294118,711517,14653466
Washington Wizards,2010,94737087,25,3789483.48,40375,16192080
Washington Wizards,2011,82833991,27,3067925.592592593,22287,19573711
Washington Wizards,2012,68361151,23,2972223.9565217393,75793,21136631
Washington Wizards,2013,74027360,27,2741754.074074074,75793,14487500
Washington Wizards,2014,66159789,15,4410652.6,52017,13000000
Washington Wizards,2015,85256936,22,3875315.272727273,96056,14746000
Washington Wizards,2016,81467636,18,4525979.777777778,200600,15851950
Washington Wizards,2017,117163913,21,5579233.952380952,543471,22116750
Washington Wizards,2018,131574109,15,8771607.266666668,874636,26011913
Washington Wizards,2019,160582684,24,6690945.166666667,9474,26011913
Washington Wizards,2020,148744514,24,6197688.083333333,482144,38199000
null Unknown,2007,825436,2,412718.0,412718,412718
null Unknown,2008,2562978,6,427163.0,427163,427163
null Unknown,2009,3536912,8,442114.0,442114,442114
null Unknown,2010,592281,3,197427.0,59217,457588
null Unknown,2011,3536148,8,442018.5,8358,762195
null Unknown,2012,4980534,8,622566.75,457588,788872
null Unknown,2013,5454138,9,606015.3333333334,457588,788872
